133	133	Czy ten doktor zna się na męskich hormonach i może pomóc skutecznie w takich sprawach jak hipogonadyzm wtórny? Ciekawi mnie też, jak łatwo się dostać do niego, jak się ma skierowanie do endokrynologa od lekarza rodzinnego? Czy też nie ma takiej możliwości w ogóle?
134	134	Mocno neutralnie. W OTC w Kupcu każda wizyta, mimo umówionej godziny, jest z obsuwą co najmniej 40 minut. Nikt nie jest w stanie poinformować o tym wcześniej ani zrobić większych luk między pacjentami, więc za każdym razem kwitnie się w poczekalni. Owszem, doktor poświęca sporo uwagi pacjentowi, sporo czasu zabiera mu przepisanie odręcznie wszelkich wyników, opisów badań i wypisanie swoich. Neutralny ze względu na brak „podłoża” w stosowanym leczeniu. Jak wyszłam z gabinetu, nie wiedziałam, czy pan doktor przepisał mi lek, bo nie lubię stwierdzenia „za jakiś czas zobaczymy, co z tego wyjdzie”, czy rzeczywiście ma jakiś pomysł na leczenie. Dopiero po rekonsultacji w innym miejscu miałam pewność, że idę w dobrym kierunku.
135	135	Indywidualne podejście do pacjenta – to z całą pewnością widać, że cały zespół dobrze ze sobą współpracuje. Nie ma problemu np. ze zmianą terminu. Co prawda dopiero zaczynam leczenie w tym gabinecie, więc mogę tylko powiedzieć, że doktor liczy się z pacjentem i jego pieniędzmi... Co do reszty, na pewno dam jeszcze znać.
136	136	Kierując się pozytywnymi opiniami, udałem się do tego lekarza celem leczenia kanałowego górnej piątki, która została uprzednio zatruta u innego dentysty. W trakcie wizyty dowiedziałem się, iż ząb jest pęknięty pionowo i nie nadaje się do leczenia oraz że ząb należy usunąć. Pani doktor Anna Kowalska doradziła mi wstawienie implantu (koszt 4000 zł) bądź zaproponowała, że może wykonać mostek za ok. 1400 zł (zaznaczę, iż sąsiadujące zęby mam zdrowe i nigdy nie leczone, więc mostek oznaczałby ich spiłowanie i zniszczenie). Zęba nie dałem sobie usunąć i opuściłem gabinet, płacąc 100 zł za wykonanie zdjęcia, prowizoryczne zatkanie zęba i informację, że nie da się z nim nic zrobić. Przez następne 2 tygodnie godziłem się z myślą, że stracę pierwszego zęba, żegnałem się z nim w lustrze i studiowałem materiały związane z implantami. Przed umówieniem się na usunięcie zęba postanowiłem skonsultować opinię wydaną przez Panią doktor z innym stomatologiem. Pan doktor Jan Kowalski, którego mogę serdecznie każdemu polecić, zdiagnozował pęknięcie pionowe ściany bocznej zęba, wchodzące kilka milimetrów pod dziąsło, i powiedział, że ząb jest jak najbardziej do wyleczenia. Pęknięta część zęba została usunięta, a dziąsło podniesione. Na następnej wizycie ząb został wyleczony kanałowo i została wykonana jego odbudowa na sztyfcie. Całość kosztowała mnie 600 zł i ocaliłem swojego zęba. W moim przypadku wizyta u Pani doktor to zła diagnoza, dwa tygodnie stresu i stracone pieniądze. Nie polecam tego stomatologa.
138	138	Mam pytanie. Czy doktor Jaworowski, o którym piszecie, to syn czy ojciec, ponieważ ojciec Jan Kowalski przyjmuje na Centrum A, a syn Jan Kowalski na Frycza Modrzewskiego. Ja muszę wybrać lekarza i tak naprawdę to nie wiem, którego Kowalskiego zachwalacie: czy tatę, czy syna.
137	137	Doktor Jan Kowalski przeprowadzał operację mojego taty 07.11.2016. Była to skomplikowana operacja wymiany zastawki oraz tętniaka aorty. Doktor Jan Kowalski zachowywał się bardzo profesjonalnie; przed operacją wyjaśnił dokładnie, na czym będzie polegać zabieg i jakie jest związane z nim ryzyko. Sama operacja przebiegła dobrze, trwała łącznie około 4 h bez większych komplikacji. Już po zakończeniu zabiegu tata miał zatrzymanie akcji serca, ale reanimacja przebiegła sprawnie i teraz tata jest już w sanatorium uzdrowiskowym na rehabilitacji. Z każdym dniem czuje się coraz lepiej, chociaż rehabilitacja po takim zabiegu będzie długotrwała. Po operacji doktor Jan Kowalski wyjaśnił rodzinie dokładnie jej przebieg, a w późniejszym czasie opisał wszystkie nakazy/zakazy oraz sposoby rehabilitacji pacjenta po jego wyjściu ze szpitala. Doktor Jan Kowalski był bardzo konkretny, ale przy tym ludzki, czym wzbudzał duże zaufanie. W okresie pooperacyjnym odwiedzał tatę już na oddziale, aby zapytać o samopoczucie i stan zdrowia. Podejście doktora Jana Kowalskiego do pacjentów pozwala im w jak najmniej stresujący sposób przetrwać trudne chwile. Doktor Jan Kowalski jest znakomitym lekarzem i profesjonalistą. Polecam tego doskonałego kardiochirurga każdemu pacjentowi!
139	139	To dopiero moja druga wizyta u pani doktor, ale jestem zadowolona. W końcu trafiłam na lekarza, który mnie nie pociesza, że nie ma się czym martwić, tylko zaczął działać. Dostałam leki oraz porady i mam nadzieję, że wkrótce zadziałają. Pani doktor miła i rzeczowa.
140	140	Witam. Miałam operowany łokieć w maju 2012. Pani doktor Anna Kowalska nerwowa, jakby chciała wszystko szybko zrobić, a szybko to można biec na setkę! Nerw łokciowy jak przeskakiwał, tak dalej przeskakuje, czyli 3500 za 40 minut zabiegu – serdeczne „Bóg zapłać”. W dodatku mam brzydką bliznę (gdzie, uwaga! Miałam operowaną trzy razy nogę i tam nie widać tych blizn jak na łokciu!), nie ma to jak oszpecić się, idąc do lekarza. Po tym czasie będę szukała innego, który poprawi mi chociaż wygląd mojego łokcia, chociaż gdzie szukać? Jestem już zrażona do lekarzy, szczególnie tych z tymi tytułami. Siłownia odpada, generalnie ten łokieć jest dużo słabszy – ech, szkoda słów. Pisać habilitacje to sobie można, a jak to się przekłada na życie? Nijak.
142	142	Niestety zgadzam się z większością negatywnych opinii. Trafiliśmy kilka razy do pani doktor, bo nie było miejsc u innych. Oczywiście włączyła homeopatię, która tylko pogorszyła stan mojej córki, bo kazała odstawić inne leki, a dziecko gorączkowało przez tydzień i nie dała antybiotyku (wiem, że nadużywanie jest szkodliwe, ale ona przesadziła w drugą stronę). Jak wezwałam lekarza na wizytę domową, to był w szoku, jak można tak leczyć dziecko; zresztą o mało nie trafiliśmy do szpitala. Poza tym nieuprzejma, córka wyła ciągle przy niej i nie dała się zbadać, co po zmianie lekarza już się nie zdarza. Pani doktor często gości w telewizji, pewnie dlatego, że ma mało pacjentów, bo siedzi w Damianie całe dnie, a jak patrzę w internecie, to ma najwięcej wolnych miejsc.
141	141	27/04/2015 r. Doktor Jan Kowalski przeprowadził operację na moim kręgosłupie. „Zamontował” mi implant stabilizujący między kręgami na odcinku lędźwiowym. Czas sprzed operacji, kiedy ból pleców towarzyszył mi przez cały dzień w większym lub mniejszym stopniu, a wieczorem, jak przyszedł czas snu, to dopiero następowała kumulacja bólu – po ok. 1–1,5 h zasypiałam, a wcześniej nie mogłam się ułożyć, znaleźć odpowiedniej pozycji do snu, by nie bolało – już nie pamiętam! Teraz czuję się wspaniale, ból ustąpił. Jest zdecydowana poprawa. A co też istotne, doktor Jan Kowalski postarał się i blizna po nacięciu jest znikoma. Byłam przygotowana na znacznie większe cięcie/bliznę ;) Gdy przyszedł czas operacji, nawet nie miałam wątpliwości, wiedziałam, że jestem w dobrych rękach i że wszystko pójdzie zgodnie z planem. Miałam pełne zaufanie do doktora Jana Kowalskiego. Zaufanie buduje sam doktor poprzez swój profesjonalizm. Rozmawiasz z nim i wiesz, że to jest odpowiednia osoba na odpowiednim miejscu. Wszystko dokładnie wytłumaczył i odpowiedział na moje pytania. Przed operacją był przy mnie i po operacji. Nigdy nie zapomnę, jak po operacji mnie wybudzili, a doktor Jan Kowalski był przy mnie – niby nic takiego, ale niesamowicie ważne jest czuć, że zaufana osoba jest przy tobie i upewnia się, że wszystko jest w porządku. Bardzo serdecznie dziękuję doktorowi Janowi Kowalskiemu za te małe – WIELKIE gesty. Z pełną odpowiedzialnością polecam doktora Jana Kowalskiego, jest fachową i rzetelną osobą, a przy tym bardzo sympatyczny. Bardzo dziękuję, panie doktorze! :) Pozdrawiam, Anna Kowalska. PS Do podziękowań dołącza się moja rodzina, która nie musi już wysłuchiwać moich narzekań („boli”).
144	144	Zgłosiliśmy się do Anny Kowalskiej, kiedy Emilka miała problemy z obrotami z pleców na brzuch. Anna Kowalska podczas wizyt przeszkalała mnie z ćwiczeń, które miałam wykonywać w domu, dzięki czemu mogłam samodzielnie i precyzyjnie wykonywać je na dziecku, co z pewnością skróciło czas rehabilitacji. Bardzo miło się z nią rozmawiało, zawsze przytaczała jakieś ciekawostki zdrowotne i udzielała wielu dodatkowych rad. Zawsze odpowiada na smsy i telefony, jest bardzo zaangażowana i bezinteresowna. Bardzo polecam. Rehabilitacja skończyła się na 7 wizytach. Obecnie Emilka skończyła 7 miesięcy, a już raczkuje i przymierza się do wstawania. Kiedyś była z rozwojem motorycznym za rówieśnikami, a teraz znacznie ich wyprzedza. Dziękujemy, Anno Kowalska!
143	143	Prof. Anna Kowalska przypomniała, że odkrycie ektoiny to efekt badań prowadzonych w kopalni węgla Bogdanka. Najpierw naukowcy chcieli się dowiedzieć, dlaczego w Bogdance nie ma wysokiego zagrożenia wybuchu metanu, tak jak to jest w kopalniach na Śląsku. Okazało się, że w skałach przywęglowych w Bogdance żyją bakterie – metanotrofy – które „żywią się” metanem. „To tacy niewidoczni sojusznicy górników naszej kopalni” – zaznaczyła. Następnie analizowano, jak te bakterie żyją i funkcjonują w tak trudnych warunkach, ponad kilometr pod ziemią, przy niskiej wilgotności, podwyższonym stężeniu soli w środowisku. „Odkryliśmy, że zabezpiecza je ektoina. Zobaczyliśmy, że mamy materiał unikatowy, jedyny, niepowtarzalny” – powiedziała Kowalska.
146	146	Wizyta trwała 3 minuty. Pani doktor zazwyczaj przyjeżdża spóźniona, dlatego wszystkich przyjmuje w "ekspresowym tempie". Zapytała, co mi dolega, i od razu przepisała maść i tabletki – oto cała wizyta. Kolejna wizyta była odrobinę lepsza, gdyż pani doktor przeprowadziła krótki wywiad. Powiedziała mi, że nie widzi znaczącej poprawy, a pani doktor przepisała kolejne opakowanie tych samych tabletek, które niestety za wiele nie pomogły... Niestety czas oczekiwania także pozostawiał wiele do życzenia. Już więcej się nie wybrałam.
145	145	Nie polecam tego lekarza. Po całej kuracji silnymi antybiotykami na rzekomą candidę mój cały układ pokarmowy dostrzegalnie się rozregulował. Zlecał mi badania u wszystkich możliwych specjalistów, prywatnie oczywiście. Leczyłam się kilka miesięcy. Bardzo dużo antybiotyków, po kilka naraz. Do dzisiaj nie mogę wyleczyć skutków po jego leczeniu. Byłam chora, to fakt, ale po tym leczeniu było jeszcze gorzej. Długo się leczyłam po lekach, jakie przepisał doktor Anna Kowalska. Niestety nie wpadł na pomysł, że jestem uczulona na gluten. Ostrzegam: zanim skusicie się na wizytę u doktor Anny Kowalskiej, zastanówcie się, czy naprawdę warto stracić dużo kasy, a co najważniejsze – zdrowie! To prawda, że u wszystkich rozpoznaje candidę, gdyż wszyscy ją mamy w jakimś stopniu.
148	148	Jestem zadowolony z pracy i wykonanego leczenia. Jedyna sprawa, jaka mnie bardzo irytuje za każdym razem, ponieważ wydaje mi się, że jest to brak szacunku, to ciągłe odbieranie telefonów przez doktora Jana Kowalskiego, co bardzo wydłuża leczenie. Niestety. Oprócz tego nie mam nic do zarzucenia. Bardzo dobra opieka i świetnie zgrane zespoły, rozumieją się bez słów! Polecam.
147	147	Witam, na wstępie chciałem powiedzieć, że pan doktor Jan Kowalski ma upatrzonych swoich klientów. Jeśli ktoś mu się spodoba, to jest traktowany miło, aż za miło. Moja żona chodziła do pana Kowalskiego. Pewnego razu żona, będąc na badaniu, lekarz w ogóle nie raczył założyć rękawic, bo po co? Lepsze doznania ma wtedy lekarz! A nie mówiąc już o tym, że można przenieść różne bakterie i choroby!!! Wizyty mojej żony zakończyły się już u pana doktora Jana Kowalskiego! ODRADZAM WAM TEGO LEKARZA!
150	150	Żenada! Odradzam! Miałam okazję raz być u pani doktor i już nigdy do niej nie wrócę! Gdyby nie moje naprowadzanie na to, co może dziecku dolegać, obawiam się, że stwierdziłaby, że jest wszystko ok. Nie orientuje się co do szczepień swoich pacjentów. Które kiedy następuje – zawsze pyta o to pielęgniarki lub rodziców. Podczas wizyty spieszy się, nie daje czasu na zastanowienie, na zadanie pytań, a jeśli już takie padną, to kwituje je w paru słowach. Bardzo niekomunikatywna, moja wizyta u tej pani doktor trwała 10 minut. Czas, dojazd z małym dzieckiem i pieniądze – stracone!
149	149	Do pani doktor Anny Kowalskiej trafiłam razem z moim mężem i mamą zupełnie przypadkiem – w „mojej” przychodni „zapisywali” do okulisty na marzec (a rzecz się działa w październiku). Ktoś podpowiedział, że na Woli są mniejsze kolejki do okulisty, więc zadzwoniliśmy i mieliśmy termin wyznaczony za niecałe trzy tygodnie. Wrażenia całej naszej trójki były identyczne – niesamowicie miła, przystępna pani doktor. Zostaliśmy zbadani, w trakcie badań tłumaczyła, co robi. Następnie każdy z nas miał wytłumaczony jego problem oraz dobrane leki i okulary. To straszne, ale okazało się, że pani Kowalska jako pierwsza zorientowała się, że mam astygmatyzm i dobrała mi okulary z cylindrami, przez które wreszcie dobrze widzę. W domu mam chyba pięć (sic!) par okularów, które niestety nie pozwalały mi na swobodne, wyraźne widzenie ze względu na to, że zostały źle dobrane. Do tego jeszcze krople do oczu – „te tańsze, bo działają tak samo jak te droższe, więc po co ma pani płacić za bajery nikomu niepotrzebne”. I do tego, na koniec, odprowadziła mnie do drzwi. Poczułam się niesamowicie ważnym pacjentem. Troszkę się bałam, że się zaraz obudzę z tego pięknego snu. Ale mąż i mama mieli te same doświadczenia i nie spali :-))) Dziękujemy, pani doktor.
152	152	Jak na psychiatrę, to wyjątkowo spokojny. Chyba nie udzieliło mu się nic od pacjentów przez wiele lat. Wie, o co chodzi, kiedy się do niego mówi. Aż dziwne, że mężczyzna tak potrafi wysłuchać. Ceni pacjenta i swój czas, bo umawia się na konkretną godzinę i tego przestrzega. Konsultuje z pacjentem zlecane leki. Na początku wątpiłam w jego wiedzę, ale potem jemu, jako jedynemu, nie bałam się powiedzieć, które leki mi dotąd szkodziły. Inni się obrażają, jak mi nie pasują ich leki. Ogólnie – pozytywnie.
151	151	Dyrektor Jan Kowalski przekazał na ręce rektora Uniwersytetu Opolskiego prof. Marka Masnyka promesę na finansowanie budowy wydziału, w którym będą kształceni lekarze. „To wyraz uznania dla determinacji kierownictwa uniwersytetu i opolskich władz w dążeniu do uruchomienia kierunku lekarskiego w Opolu” – powiedział. Według ministerialnej promesy jeszcze w tym roku na konto budowy Collegium Medicum w Opolu z ministerstwa wpłynie 15 mln złotych. Kolejne dwie transze – 15 mln i 2 mln – zostaną przekazane w 2018 i 2019 roku. Jak poinformował PAP rzecznik prasowy UO Maciej Kochański, całkowity koszt inwestycji jest szacowany na 42 mln złotych, z czego 8 mln to środki własne uczelni. Brakującą kwotę uniwersytet ma zamiar pozyskać m.in. od sponsorów i samorządów.
153	153	Witam serdecznie. Byłam pacjentką pana doktora. Niestety nie wspominam naszej współpracy dobrze. Wykonałam na polecenie pana doktora niezliczone ilości kosztownych badań, z których nic nie wynikało, zażywałam leki hormonalne, które powinnam brać pod okiem specjalisty w szpitalu. Na domiar złego każda kolejna wizyta u pana doktora trwała 10 minut – bez wykonanego badania lekarskiego. Szkoda, że tak uprzejmy człowiek, nie mogąc zdiagnozować mojej choroby, był tak nieskuteczny i cyniczny. Nie polecam – to strata czasu i pieniędzy.
154	154	Byłam u pani doktor na jednej wizycie, pierwszej i ostatniej. Faktem jest, że zleciła mnóstwo badań, ale mogłam je zrobić również sama, a bez skierowania to koszt ok. 500 zł. Nie wykazały nic z tego, co pani doktor sugerowała. Przez całą wizytę czułam się, jakbym była z "buszu", a moje dziecko nie widziało lekarza na oczy. Cały czas sugestie, że dziecko źle leczone itp., chociaż młody miał 4,5 roku, a problemy zaczęły się wraz z pójściem do przedszkola (trudny do wyleczenia kaszel po infekcjach); do tej pory nie chorował. Przepisała tonę leków, których nie wykupiłam, a na moje pytania, czy diphergan 3 razy dziennie jest konieczny, odpowiedź była taka, która sugerowała, że pytanie jest głupie, a ja próbuję podważać kompetencje lekarza (takie miałam odczucie). Gronkowca, którego mały miał wcześniej w gardle, lekarze leczyli bactrimem, co dla pani doktor było niezrozumiałe, a na recepcie też dostałam bactrim... Po tej wizycie czułam się jak nieodpowiedzialna idiotka, a moje dziecko wraz z nadejściem wiosny przestało kaszleć, bez tego cudownego leczenia. Zdecydowanie nie polecam. Wystawiam ocenę neutralną, bo leczenia nie mogę komentować, bo go nie podjęłam, ale sama wizyta to nic przyjemnego.
155	155	Była to moja pierwsza wizyta u tego lekarza. Jestem na razie pozytywnie nastawiona do tego pana. Lekarz miły i spokojny, cierpliwie odpowiadał na moje pytania. Wizyta sporo opóźniona, bo 1,5 godziny czekania na swoją kolej to sporo. W tym momencie mogę tylko tyle o nim napisać.
156	156	Nawet kilkukrotne przekroczenia dopuszczalnych średnich dobowych stężeń pyłu zawieszonego utrzymywały się jesienią ubiegłego roku w wielu miastach województwa śląskiego przez kilkanaście dni z rzędu. W połowie lutego 2012 r. dobowe normy w Wodzisławiu Śląskim zostały przekroczone o blisko 1500 proc. Problem przekraczania norm nie dotyczy tylko terenów uprzemysłowionych czy wielkich miast, ale też takich miejsc jak położony w kotlinie Żywiec, gdzie np. w styczniu br. normy zostały przekroczone o 278 proc. Analizując wstępne wnioski z dobiegającego końca projektu badawczego, dr Anna Kowalska wskazała m.in. potrzebę doskonalenia metod prognozowania elementów pogody niekorzystnych dla zanieczyszczenia powietrza. Chodzi o poprawę systemu właściwego ostrzegania – ważnego wobec skali zagrożeń wiążących się z zanieczyszczeniami. Wykorzystywane obecnie modele matematyczne czasem zawodzą.
158	158	Poszukiwałam dentysty w obawie, że czeka mnie kanałowe leczenie (6 i 7 bardzo bolały). Gdy trafiłam do pani doktor, bardzo szybko dowiedziałam się, że powód bólu jest całkowicie inny. Pani doktor zrobiła zdjęcie zębów, na którym okazało się, że wyrasta mi ósemka. Później zbadała całą resztę i usunęła kamień. Umówiłam się na kolejną wizytę. Jestem bardzo zadowolona, że trafiłam do pani doktor Anny Kowalskiej. Bardzo sympatyczna osoba. Podczas wizyty można czuć się komfortowo i bez obaw o bardzo wysoki rachunek. Polecam!
157	157	Czytając opinie, cieszę się, że pan doktor tylu osobom pomógł. Ja jednak nie mogę powiedzieć, że mnie wyleczył. Nawet przeciwnie. Mój błąd, bo wierzyłam doktorowi i nawet nie zwróciłam się do innego lekarza po drugą opinię. Doktor Jan Kowalski zakwalifikował mnie do operacji bez wykonania szczegółowych badań. Podczas samej operacji okazało się, że nie była ona konieczna. Po operacji miałam poważne powikłania: zapalenie jelit, krwiak, zrosty. Widać korzystniej jest dla szpitala wziąć z NFZ kasę za operację, niż skierować pacjenta na badania. Do tej pory cierpię z powodu komplikacji pooperacyjnych.
159	159	Można powiedzieć, że u nas doktor Anna Kowalska jest lekarzem rodzinnym, bo na pierwszy ogień ze wstawieniem aparatu stałego poszedł mój tata, potem mama, a po paru latach namyśliłam się ja. :D Więc cała rodzina prostowała sobie zęby w Będzinie. ;) A ja właściwie nie prostowałam, tylko rozsuwałam, bo mi się ścieśniły przez ósemki, które postanowiły mi niestety wyrosnąć. Ogólnie polecam panią doktor, to dobra ortodontka, rodzice też na pewno podpisaliby się pod tą opinią. ;)
160	160	„Jeżeli nie przyjmujemy kwasów omega-3, nasz organizm używa innych kwasów tłuszczowych, czyli gęstych, tych które dostarczamy w nadmiarze we współczesnym pożywieniu. Używa też zbyt wiele kwasu omega-6. Wyizolowanie czystego ALA to droga do tego, by wyeliminować niskonatężeniowy ogólnoustrojowy stan zapalny, który powoduje większość chorób cywilizacyjnych. Ten stan jest odpowiedzialny za rozwój miażdżycy, a w konsekwencji za udary mózgu, zawały serca, choroby kończyn dolnych i układu krwionośnego, zapychanie się tętnic. Niskonatężeniowy ogólnoustrojowy stan zapalny to również nowotwory i choroby degeneracyjne ośrodkowego układu nerwowego, jak choroba Alzheimera” – wylicza Jan Kowalski. Zaznacza, że jest wiele przyczyn tych chorób, m.in. stres, zanieczyszczenia organizmu. Ale ważną przyczyną jest niedobór kwasów omega-3 i nadmiar kwasów omega-6. Te ostatnie biorą się m.in. z oleju rzepakowego, słonecznikowego. Kiedy organizm używa do budowy błony komórkowej kwasów gęstych, nasyconych, wówczas nasze komórki gorzej komunikują się ze środowiskiem zewnętrznym. Błona komórkowa jest zbyt gruba, a komórka nie może właściwie funkcjonować. Tak rozpoczynają się procesy chorobowe, w tym nowotworowe.
162	162	Lekarz bardzo zdawkowo poinformował mnie, co mi dolega. Zaproponował zabieg krioterapii, nie wspominając ani słowem, że może być on bolesny. W trakcie zabiegu nawet nie zapytał, czy wszystko ze mną w porządku. Po wyjściu z gabinetu zrobiło mi się słabo. Udałem się do toalety, gdzie zauważyłem, że zabieg spowodował krwawienie. Na to też nie byłem przygotowany. Tak więc moja pierwsza w życiu wizyta u proktologa okazała się raczej traumatyczna.
161	161	Jeśli szukasz naprawdę dobrego lekarza, to już nie szukaj! Zostań tu na tej stronie i odwiedź pana doktora Jana Kowalskiego. Byłam u pana doktora na wizycie wczoraj; zwykła wizyta okazała się niezwykła! Chyba po raz pierwszy w życiu czułam, że ktoś naprawdę chce mnie wysłuchać i pomóc. Pan doktor poświęcił mi tyle czasu, ile trzeba, nic nie pospieszał, każdy szczegół był ważny. Za miesiąc idę na kontrolę. Już wiem, że to będzie mój pan doktor! Z pozdrowieniami, zadowolona pacjentka Anna Kowalska.
164	164	Byłam u Pana doktora pierwszy raz i wręcz przeciwnie – nie spotkałam się ani z żadnymi telefonami, ani złym traktowaniem. Pan doktor normalnie ze mną rozmawiał, wszystko było ok. Także ja polecam. Aha... przy tym jest delikatny, a to ważne. 100 zł za wizytę to cena normalna... Płaciłam już więcej. Nie widzę więc żadnego powodu, z jakiego miałabym odradzać tego pana.
163	163	Od jakiegoś czasu odwiedzam różnych lekarzy, ponieważ mój dorastający syn, piętnastolatek, za szybko rośnie, a jego serducho nie nadąża za nim. W związku z z tym źle się czasem dzieje. Całkiem przypadkiem skierowano mnie do doktor Anny Kowalskiej – to chyba szczęście w nieszczęściu, że spotkałam tę lekarkę na naszej drodze. Niezwykle miła, uprzejma, kompetentna, pokorna wobec tego, co życie nam już funduje, podnosząca na duchu nas, rodziców, w niejednym przypadku bardzo zrozpaczonych, bojących się, co będzie dalej, a jednak potrafiąca podjąć odpowiednią decyzję i nas pocieszyć. Dużo zdrowia, Pani Doktor, i wytrwałości w dalszym leczeniu dużych i małych serduszek. Wdzięczna mama "dużego Przemka".
165	165	Jako lekarz dla pacjenta niezwykle miła o wysokim poziomie wiedzy. Cierpliwa, umiejąca doradzić, pocieszyć, i co najważniejsze – leczy jak mało kto! Odpowiednia osoba wykonująca ten fach. Szczęśliwcy, których leczy pani doktor. Mnie leczyła, ale… oj, by się to odmieniło.
166	166	Sprawia wrażenie miłego i kompetentnego – ale to tylko otoczka i pozory. Obrazy rezonansu oglądał w miniaturkach, bo nawet nie wiedział, jak je powiększyć – do tego twierdził, że tak najlepiej widać. Gdy zadawałem szczegółowe pytania, byłem zbywany – oczywiście wszystko w bardzo miły sposób – gdy nalegałem na konkretniejsze odpowiedzi, następowało tzw. „lanie wody” i zmiana tematu. Według Jana Kowalskiego są pewne protokoły leczenia, które muszą pomóc w każdej sytuacji, i jeżeli pacjent nadal jest chory, to oznacza, że udaje i nie ma innego wytłumaczenia, bo to musiało pomóc. Mi osobiście nie pomógł nic, a wręcz odwrotnie.
167	167	Jednak pierwszy pacjent, który go przeszedł, musiał mieć przedtem wykonaną skomplikowaną, kilkugodzinną operację usunięcia trzustki z powodu przewlekłego zapalenia tego narządu. Była bardzo trudna, ponieważ mężczyzna już wcześniej przechodził operację z tej przyczyny – wykonano mu wówczas tzw. bypass żołądkowo-jelitowy, po którym w jamie otrzewnej pozostało dużo zrostów. „Wycinając pacjentowi trzustkę, wywołujemy u niego cukrzycę typu 1, która wymaga podawania insuliny. Aby tego uniknąć, z usuniętego narządu natychmiast wyizolowaliśmy wyspy trzustkowe i wszczepiliśmy je pod śluzówkę żołądka chorego. Było to zatem autoprzeszczepienie, co jest korzystne, bo nie grozi odrzuceniem przeszczepu i nie wymaga stosowania leków immunosupresyjnych” – tłumaczył Jan Kowalski.
168	168	Opracowaliśmy czujniki pozwalające na oznaczenie peptydu A-beta, a także białka z rodziny S100B. Są dane naukowe, które wskazują, że obecność tego białka świadczy o rozwoju choroby Alzheimera. Na tym nie poprzestaliśmy, będziemy poszukiwać kolejnych markerów i opracowywać czujniki pozwalające na ich oznaczanie. Te badania muszą być ściśle powiązane z instytucjami medycznymi, bo analiza krwi pacjentów dotkniętych chorobą i ciągłe poszukiwanie powodów, które do niej prowadzą, dadzą nam narzędzie w postaci nowych markerów – podkreśliła profesor Anna Kowalska. „Gdyby udało nam się taki test opracować, a wszystko jest na dobrej drodze, to byłoby to narzędzie niezwykle pomocne dla bliskich pacjentów chorych na Alzheimera. Jest duże oczekiwanie z ich strony, rodziny pacjentów żyją w niepokoju, czy rzeczywiście: «jeśli bliski jest dotknięty tą chorobą, to czy mnie czeka też taki wyrok?». To wcale nie jest takie jednoznaczne” – podkreśliła profesor Anna Kowalska.
170	170	Lekarz był sympatyczny i dowcipny, co pomogło pozbyć się krępującej sytuacji podczas badania. Poświęca czas pacjentowi, wizyta nie jest „w biegu”, jednak moim zdaniem mógłby trochę bardziej tłumaczyć pacjentowi, jak poradzić sobie z problemem zdrowotnym, jak zapobiegać itp., a nie tylko kierować na kolejne badanie. Była to pierwsza wizyta, więc co do efektów leczenia nie mogę się wypowiadać. W cenie wizyty jest również badanie USG.
169	169	Dawka naświetlenia oraz moment, kiedy można je zastosować, ma istotne znaczenie w walce z nowotworami. O tym, czy moment jest właściwy, czy też nie, decyduje m.in. ciśnienie parcjalne tlenu, które może być rozumiane jako stężenie tlenu. Parametr ten zmienia się w ciągu doby i zależy od wielu czynników. Dzięki takim informacjom lekarze wiedzą, że naświetlania będą niszczyć nowotwór, a nie zdrowe komórki. Mogą regulować dawki terapii, co sprawi, że jest ona mniej bolesna, bardziej spersonalizowana i ma mniej skutków ubocznych. Diagnostyka zmierza do tego, żeby naświetlać guzy akurat wtedy, kiedy natężenie tlenu jest największe. Prace na zwierzętach potwierdzają taką możliwość. Ma to znaczenie w nowotworach mózgu, oka czy przy małych organach u dzieci.
172	172	„Nieprzywiązywanie wagi do jakości i regularności posiłków ujawnia się szczególnie w przypadku śniadań. Część osób w ogóle z nich rezygnuje, motywując to brakiem czasu lub apetytu” – komentuje opiekun naukowy badania dr Anna Kowalska. „Wydaje się, że styl życia, jaki wiodą, nie wiąże się z niewiedzą, a raczej z ignorowaniem tej wiedzy i brakiem internalizacji zasad, które sprzyjają zdrowszemu i bardziej higienicznemu życiu” – mówi dr Anna Kowalska. Okazuje się, że potrzeba dbania o siebie uzależniona jest często od bycia w związku. Chodzi tutaj nie tylko o zdrowie, ale również o higienę. Do jej zachowywania bardziej motywuje dopiero intymna relacja.
171	171	Łącznie przebadano 826 młodych ludzi w wieku 16–22 lat, z czego 444 mieszkało w Krakowie i 382 w Lublinie. Wszystkim mierzono ciśnienie krwi, a od 600 pobrano krew do pomiarów stężenia różnych związków będących wskaźnikami stanu zapalnego, jak np. białko CRP, fibrynogen, homocysteina. Wiadomo, że ich podwyższony poziom we krwi jest czynnikiem świadczącym o wyższym ryzyku chorób sercowo-naczyniowych. „Mimo że były to osoby młode i całkowicie zdrowe, u których nie bierze się jeszcze pod uwagę ryzyka chorób układu krążenia, to u chłopców mieszkających w Krakowie stwierdziliśmy podwyższone ciśnienie tętnicze krwi w porównaniu z ich rówieśnikami z Lublina” – powiedział Jan Kowalski, który prezentował wyniki badania na kongresie. Ponadto u młodych mieszkańców Krakowa stwierdzono wyraźnie podwyższone stężenia związków świadczących o rozwoju stanu zapalnego.
