line_number	opinion_number	domain	original_text	translated_text	timestamp
1232	1235	medycyna	Naukowcy z koreańsko-amerykańsko-polskiego zespołu na warsztat wzięli jeden z takich mechanizmów odpowiadających za łatanie DNA – kompleks białkowy Mre11. Ich badania ukazały się w „Nature Structural”.	"Scientists from a Korean-American-Polish team took on one of the mechanisms responsible for repairing DNA—the Mre11 protein complex. Their research was published in ""Nature Structural."""	2025-08-25T10:48:56.642825
1233	1236	medycyna	Byłam u doktora Jana Kowalskiego dwa razy. Z pierwszej wizyty jestem zadowolona, dość dobrze i dokładnie opisał i wytłumaczył moje dolegliwości oraz jak będzie wyglądać leczenie i dalsze badania. Jednak druga wizyta była to konsultacja bezpłatna, bo w tej klinice konsultacje są za darmo. Czułam się trochę spławiona, doktor spojrzał na wyniki i nic szczególnego nie powiedział, nie był wylewny. Wyszłam z gabinetu bez odpowiedzi na moje pytania. Nie zamierzam rezygnować z wizyt u doktora, ale jeśli wizyty będą powierzchowne jak ostatnia konsultacja, to podziękuję!!!	I visited Doctor Jan Kowalski twice. I was satisfied with the first visit; he described and explained my ailments quite well and thoroughly, as well as how the treatment and further tests would proceed. However, the second visit was a free consultation, as consultations at that clinic are free of charge. I felt a bit brushed off—the doctor glanced at the results and didn’t say anything particularly noteworthy; he wasn’t very forthcoming. I left the office without answers to my questions. I don’t plan to stop visiting the doctor, but if the appointments remain as superficial as the last consultation, I’ll say thank you and move on!!!	2025-08-25T10:49:08.010451
1234	1237	medycyna	Lekarz uprzejmy i pomocny, otwarty na prośby pacjenta. Jedynie mógłby być bardziej kontaktowy, więcej powiedzieć na temat diagnozy (nie dowiedziałem się) itp. i podać kontakt do siebie w razie wątpliwości (co jest podobno możliwe, ale nie padło w trakcie wizyty) co do przebiegu i efektów leków. Ogólnie pozytywnie oceniam.	The doctor is polite and helpful, open to the patient's requests. However, they could be more communicative, say more about the diagnosis (I didn't find out), etc., and provide their contact information in case of doubts (which is apparently possible but wasn't mentioned during the visit) regarding the course and effects of the medication. Overall, I rate it positively.	2025-08-25T10:49:25.416822
1235	1238	medycyna	"Jak wyjaśnił Jan Kowalski, w warszawskim ośrodku będą produkowane zwłaszcza radiofarmaceutyki najbardziej popularne w diagnostyce chorób nowotworowych. ""W warszawskich szpitalach pracują skanery, które wykorzystują takie radiofarmaceutyki"" – zaznaczył rozmówca PAP i dodał, że środki te mają krótki okres połowicznego rozpadu, więc muszą być sprowadzane szybko, np. samolotem. Przypomniał, że warszawskie szpitale sprowadzały takie środki np. z Berlina. Jan Kowalski sądzi, że produkowane w Warszawie radiofarmaceutyki prawdopodobnie będą tańsze niż zagraniczne, chociażby dlatego, że środki zakupione gdzieś dalej ulegają po drodze rozpadowi i do szpitala dociera tylko część zakupionego radiofarmaceutyku. Z uwagi na krótki czas życia radiofarmaceutyków również zasięg oddziaływania ośrodka jest ograniczony do ok. 200 km w przypadku transportu samochodowego. Transport drogą lotniczą zwiększa zasięg oddziaływania kilkakrotnie. Eksperci z OPBR-PET-UW zaznaczają, że możliwości produkcyjne nowego ośrodka są dostatecznie duże, aby zapewnić zaopatrzenie w radiofarmaceutyki dla 3-4 skanerów PET działających codziennie przy pełnym obłożeniu."	"As explained by Jan Kowalski, the Warsaw center will primarily produce radiopharmaceuticals that are most popular in the diagnosis of cancer diseases. ""Warsaw hospitals have scanners that use such radiopharmaceuticals,"" the PAP interlocutor noted, adding that these substances have a short half-life, so they must be transported quickly, for example by plane. He recalled that Warsaw hospitals imported such substances from places like Berlin. Jan Kowalski believes that radiopharmaceuticals produced in Warsaw will likely be cheaper than foreign ones, if only because substances purchased from farther away decay during transport, and only a portion of the purchased radiopharmaceutical reaches the hospital. Due to the short lifespan of radiopharmaceuticals, the center's range of impact is also limited to about 200 km in the case of road transport. Air transport increases the range of impact several times. Experts from OPBR-PET-UW emphasize that the new center's production capacity is sufficiently large to supply radiopharmaceuticals for 3-4 PET scanners operating daily at full capacity."	2025-08-25T10:49:43.870203
1237	1240	medycyna	Tę wiedzę uczeni mogą wykorzystać w diagnostyce. Nie jest ona łatwa; zwykle podejrzenie złośliwości guzka wysnuwa się na podstawie wyników badania ultrasonograficznego, a następnie uzupełnia się badaniem cytologicznym. Tam przyporządkowuje się materiał do jednej z kilku kategorii diagnostycznych. Te wyniki nie zawsze przekładają się na ostateczne rozpoznania histopatologiczne uzyskiwane po ewentualnym wycięciu guza. Stąd na całym świecie poszukuje się nowych metod diagnostycznych. Jak wyjaśnia rozmówca PAP, każda komórka zawiera identyczną informację w DNA. Dla wielu nowotworów charakterystyczne są mutacje, czyli zmiany w strukturze DNA powodujące zaburzenia funkcji białek. Ale komórki są różne także dlatego, że różne geny ulegają w nich uczynnieniu; z różnych genów i w różnych ilościach powstają odpowiadające im produkty białkowe. Za to właśnie jest odpowiedzialna ekspresja materiału genetycznego, a w niej duży udział mają mikroRNA. Tak jak w przypadku każdych innych genów, również skład i poziom mikroRNA różni się w zależności od typów tkanek. Zmiany poziomu mikroRNA wydają się być szczególnie istotne w nowotworach tarczycy. Zespół WUM złożył wniosek patentowy na panel diagnostyczny (test) wykorzystujący oznaczenie ekspresji mikroRNA dla odróżnienia raka tarczycy od zdrowej tkanki tarczycy.	Scientists can use this knowledge in diagnostics. It is not easy; suspicion of a nodule's malignancy is usually inferred from ultrasound results and then supplemented with a cytological examination. There, the material is assigned to one of several diagnostic categories. These results do not always translate into definitive histopathological diagnoses obtained after potential tumor removal. Hence, worldwide, there is a search for new diagnostic methods. As the PAP interviewee explains, every cell contains identical information in its DNA. For many cancers, mutations—changes in the DNA structure that disrupt protein functions—are characteristic. But cells also differ because different genes are activated in them; from different genes and in varying quantities, corresponding protein products are produced. This is governed by the expression of genetic material, in which microRNA plays a significant role. Just as with any other genes, the composition and level of microRNA also vary depending on tissue types. Changes in microRNA levels appear to be particularly significant in thyroid cancers. The WUM team has filed a patent application for a diagnostic panel (test) using the measurement of microRNA expression to distinguish thyroid cancer from healthy thyroid tissue.	2025-08-25T10:50:22.452530
1236	1239	medycyna	Pan doktor wydaje się miły, kompetentny, żongluje wyszukanymi pojęciami, ale to za mało. Jan Kowalski zapomniał zapytać mnie, czy jestem uczulona na jakieś leki, zapisał euthyrox 50. Niestety należę do tych „szczęśliwców”, których ten lek uczulił – po 1,5 h od zażycia pojawiły się duszności, kołatanie serca itd. W efekcie trafiłam z ryzykiem poronienia do szpitala, ale na szczęście po odstawieniu tego specyfiku – branego łącznie przez 6 dni po pół tabletki (25 mg) – wszystko wróciło do normy. Jan Kowalski zlecił wykonanie analiz w kierunku poziomu TSH, ft3 i ft4, a niestety zapomniał sprawdzić, czy przypadkiem moja niedoczynność nie jest związana z reakcją autoimmunologiczną organizmu w kierunku wykrycia Hashimoto – zbadanie antyTPO i antyTG. Zlecił dodatkowo płatne USG tarczycy – 100 zł, które wykazało małe guzki. Na szczęście trafiłam na lekarkę w ramach NFZ-u, która zaczęła myśleć przy leczeniu, a nie kroczyć utartym szlakiem. Wizyta u Jana Kowalskiego kosztowała mnie 340 zł i wolałabym przeznaczyć te pieniądze na inny cel.	"The doctor seems nice, competent, juggles sophisticated concepts, but that's not enough. Jan Kowalski forgot to ask me if I'm allergic to any medications and prescribed Euthyrox 50. Unfortunately, I'm one of those ""lucky ones"" who had an allergic reaction to this medication – within 1.5 hours of taking it, I experienced shortness of breath, heart palpitations, etc. As a result, I ended up in the hospital at risk of miscarriage, but fortunately, after discontinuing this medication – taken for a total of 6 days at half a tablet (25 mg) – everything returned to normal. Jan Kowalski ordered tests for TSH, FT3, and FT4 levels but unfortunately forgot to check whether my hypothyroidism might be related to an autoimmune reaction, such as Hashimoto's – by testing for anti-TPO and anti-TG antibodies. He also ordered a paid thyroid ultrasound for 100 PLN, which showed small nodules. Luckily, I later saw a doctor under the National Health Fund (NFZ) who actually started thinking about the treatment instead of following the beaten path. The visit to Jan Kowalski cost me 340 PLN, and I would have preferred to spend that money on something else."	2025-08-25T10:50:24.654640
1238	1241	medycyna	Pan doktor sprawia wrażenie bardzo kompetentnego i pewnego siebie lekarza. Przyszedłem do niego z dwoma problemami zdrowotnymi, diagnoza była krótka, zwięzła, jasno przedstawiona. Pan doktor przepisał dwie serie zabiegów, które trwały w sumie około trzech tygodni. Niestety i jedna, i druga terapia okazały się nieskuteczne. Teoretycznie można to zrozumieć, aczkolwiek w zestawieniu z łącznym kosztem terapii (prawie równo 1000 zł) jest to jednak mocno rozczarowujące. Dodatkowo za część zabiegów trzeba płacić gotówką, bez paragonu, co po pierwsze budzi niesmak, a po drugie zniechęciło mnie to do skorzystania z bardziej inwazyjnych zabiegów.	The doctor appears to be a very competent and self-assured physician. I came to him with two health issues, and the diagnosis was brief, concise, and clearly presented. The doctor prescribed two series of treatments, which lasted a total of about three weeks. Unfortunately, both therapies turned out to be ineffective. Theoretically, this can be understood, although in light of the total cost of the therapy (almost exactly 1000 zł), it is quite disappointing. Additionally, for some of the treatments, payment must be made in cash, without a receipt, which, firstly, leaves a bad taste and, secondly, discouraged me from opting for more invasive procedures.	2025-08-25T10:50:51.430272
1239	1242	medycyna	"Łukasz M. (10.03.2015 r.) Witam. Pragnę podzielić się z osobami potrzebującymi pomocy psychologicznej swoim doświadczeniem związanym z terapią u pani Adrianny. W 2002 roku zaniepokoił mnie stan mojego zdrowia. Jak się później okazało, problem leżał w mojej psychice, mianowicie stwierdzono u mnie nerwicę lękową, która objawiała się w różnoraki sposób. Po wizycie u psychiatry podjąłem leczenie farmakologiczne. I owszem, silne napady lękowe ustąpiły, lecz pozostał ciągły niepokój przed nawrotem choroby. W 2012 roku postanowiłem udać się z wizytą do pani Adrianny. Osoby, które polecały mi panią psycholog w samych superlatywach, absolutnie się nie myliły, o czym sam przekonałem się już po pierwszej wizycie, na którą szedłem nieco zaniepokojony. Podejście pani psycholog do pacjenta dla mnie było wyjątkowe, niepokój szybko ustąpił, wyszedłem po godzinie jak nowo narodzony człowiek, którego nie dotyczą problemy natury psychicznej. Pani Adrianna jest wyjątkowo ciepłą osobą, podczas terapii zawsze uśmiechniętą, co powoduje komfort psychiczny i rozluźnienie, co zapewne pomaga w „otworzeniu” swoich problemów przed terapeutą. Myślę, że mógłbym jeszcze wiele dobrego napisać na temat terapii u pani Adrianny, proponuję przekonać się samemu osobom, które potrzebują pomocy specjalisty (nie amatora z dyplomami). Powiem tak: jestem zdrowy, pewny siebie, bez lęków, dzięki pani Adriannie, której serdecznie dziękuję. Gorąco polecam.

P.S. Pani Adrianno, niebawem się odezwę w celu oddania książek oraz pochwalę się stanem mojego zdrowia. Pozdrawiam Łukasz. :)"	"Łukasz M. (March 10, 2015) Hello. I would like to share my experience with therapy from Ms. Adrianna with people in need of psychological help. In 2002, I became concerned about my health. As it later turned out, the problem was in my psyche; specifically, I was diagnosed with anxiety neurosis, which manifested in various ways. After visiting a psychiatrist, I started pharmacological treatment. And indeed, the severe anxiety attacks subsided, but a constant fear of the illness returning remained. In 2012, I decided to visit Ms. Adrianna. The people who recommended the psychologist to me in the most superlative terms were absolutely not mistaken, as I found out for myself after the first visit, which I attended with some apprehension. The psychologist's approach to the patient was exceptional for me; my anxiety quickly subsided, and after an hour, I left feeling like a newborn person, unaffected by psychological issues. Ms. Adrianna is an exceptionally warm person, always smiling during therapy, which creates psychological comfort and relaxation, undoubtedly helping in ""opening up"" about one's problems to the therapist. I think I could write much more good about therapy with Ms. Adrianna, but I suggest that those who need help from a specialist (not an amateur with diplomas) see for themselves. I will say this: I am healthy, confident, and free of fears, thanks to Ms. Adrianna, whom I sincerely thank. I highly recommend her.

P.S. Ms. Adrianna, I will contact you soon to return the books and share an update on my health. Best regards, Łukasz. :)"	2025-08-25T10:51:17.340126
1240	1243	medycyna	Stanowczo nie polecam! Ta cudowna pani doktor wyszukała mi PCOS. Mam dopiero 21 lat, więc wizja bezpłodności mnie załamała. Byłam potem u trzech innych ginekologów i co się okazało – jestem całkowicie zdrowa! Pozostali lekarze potwierdzili to. Ale co przeżyłam i przepłakałam, to moje. Zapłaciłam 120 zł, a w zamian tylko nerwy i stres, i to całkiem bezpodstawnie! Szkoda było czasu i kasy.	I definitely do not recommend! This wonderful lady doctor diagnosed me with PCOS. I'm only 21, so the prospect of infertility devastated me. I went to three other gynecologists afterward, and what turned out? I am completely healthy! The other doctors confirmed it. But what I went through and cried over is mine alone. I paid 120 zł, and in return, I only got nerves and stress, and all completely unfounded! It was a waste of time and money.	2025-08-25T10:51:38.331615
1241	1244	medycyna	Dr Kowalski prowadził moje dwie ciąże i pod tym względem sprawdził się dość dobrze, ale tak samo sprawdziłby się każdy inny ginekolog, gdyż moje ciąże przebiegały prawidłowo i bez komplikacji. Lekarz miły, życzliwy, dowcipny, choć podczas każdej wizyty (a było ich niemało) odnosiłam wrażenie, że skoro wszystko jest ok, to on chce się mnie jak najszybciej pozbyć i przyjąć następną pacjentkę (bo wiadomo, że to kasa, kasa, kasa...). Podczas kilku lat moich wizyt nie zaproponował mi ani razu badania piersi; raz się o to upomniałam, więc z wielką łaską badanie wykonał. Dr Kowalski uznał też, że zwykłe badanie USG nie jest mi wcale potrzebne poza okresem ciąży. Jakież było moje zdziwienie, kiedy trafiłam wreszcie do solidnego ginekologa, który właśnie podczas rutynowego USG wykrył u mnie zespół policystycznych jajników. Dr Kowalski niestety przez wiele lat nie kojarzył występujących u mnie objawów z tą chorobą (m.in. nieregularne miesiączki). Wszystkie infekcje leczył mi tym samym antybiotykiem, choć wracały jak bumerang, nie proponując mi nawet zrobienia najprostszego posiewu i dostosowania leczenia indywidualnie do moich potrzeb. Straciłam do niego zaufanie.	Dr. Kowalski managed both of my pregnancies, and in that regard, he performed quite well, but any other gynecologist would have done just as well, since my pregnancies were normal and without complications. He is a nice, friendly, and humorous doctor, though during every visit (and there were quite a few), I had the impression that since everything was fine, he wanted to get rid of me as quickly as possible and see the next patient (because, as we all know, it's all about money, money, money...). Over the several years of my visits, he never once offered me a breast exam; I insisted on it once, so he performed the exam as if doing me a great favor. Dr. Kowalski also believed that a regular ultrasound was unnecessary for me outside of pregnancy. Imagine my surprise when I finally went to a thorough gynecologist who, during a routine ultrasound, diagnosed me with polycystic ovary syndrome. Unfortunately, for many years, Dr. Kowalski failed to connect my symptoms (such as irregular periods) with this condition. He treated all my infections with the same antibiotic, even though they kept coming back like a boomerang, without even suggesting the simplest culture test or tailoring the treatment to my individual needs. I lost trust in him.	2025-08-25T10:51:58.402896
1242	1245	medycyna	Byłam dzisiaj u pani doktor (z czystym sercem piszę to dużymi literami) i powiem wam, drogie panie oraz panowie, jeśli to czytają, że nigdy nie spotkałam lepszego lekarza ginekologa w życiu, a byłam już u kilku. Pani doktor była bardzo miła, przede wszystkim delikatna, cierpliwa. Jej gabinet świadczy również o jej profesjonalizmie, bo wiecie, mi nigdy nie byłam w takim gabinecie, gdzie są kapcie jednorazowego użytku oraz spódniczki, dzięki którym nie paradujemy z gołym zadkiem po gabinecie. Jest to lekarz z prawdziwego powołania, polecam ją bardzo, naprawdę warto.	I was at the doctor's office today (I write this with a pure heart in capital letters) and I tell you, dear ladies and gentlemen, if you are reading this, that I have never met a better gynecologist in my life, and I have been to several. The doctor was very nice, above all gentle and patient. Her office also speaks to her professionalism, because you know, I have never been to an office where there are disposable slippers and skirts, thanks to which we don't parade around the office with our bare bottoms. She is a doctor with a true calling, I highly recommend her, it is really worth it.	2025-08-25T10:52:21.339364
1243	1246	medycyna	Bardzo miła pani doktor... tylko co z tego? Nie pomogła mi, nie skierowała mnie natychmiast do chirurga, który mógł pomóc. Zbędne dwie wizyty, stracony czas, a przez to stracony też paznokieć. Dodatkowo wypowiada się w sposób skrajnie niekonkretny. Warto nadmienić, że łączny koszt leczenia zakażenia paznokcia dzięki pani doktor wyniósł 1600 zł, z tego ok. 400 na jej marne konsultacje i leki. 700 to już chirurg, przepisane przez niego leki i opatrunki. 500 zł utrata części wynagrodzenia z tytułu tygodniowej nieobecności w pracy. Był niemiły, ale przynajmniej konkretny.	A very nice lady doctor... but what good is that? She didn't help me, she didn't immediately refer me to a surgeon who could have helped. Two unnecessary visits, wasted time, and as a result, a lost toenail. Additionally, she communicates in an extremely vague manner. It's worth mentioning that the total cost of treating the toenail infection thanks to this doctor amounted to 1600 zł, of which about 400 zł was for her worthless consultations and medications. 700 zł went to the surgeon, the medications he prescribed, and the dressings. 500 zł was the loss of part of my salary due to a week's absence from work. He was unpleasant, but at least he was specific.	2025-08-25T10:52:25.536466
1245	1248	medycyna	Udałam się na wizytę do Pana doktora. Niestety nie mogę wystawić pozytywnej opinii. Pomimo przedstawienia Janowi Kowalskiemu badań, które wskazują na pewną chorobę, przy której utrzymanie ciąży wymaga dodatkowego leczenia i leków, Jan Kowalski zlekceważył tę chorobę i stwierdził, że podawanie leków jest niepotrzebne. Po trzech tygodniach od wizyty, udając się do innego lekarza, okazało się, że ciąża obumarła. Dodam do tego, że była to już druga taka moja ciąża. Może jak ciąża przebiega w sposób prawidłowy, to Jan Kowalski jest odpowiednim lekarzem do prowadzenia takich ciąż. Natomiast jak jest coś nie tak, to niestety widać brak profesjonalnego podejścia.	I went for a visit to Dr. Kowalski. Unfortunately, I cannot give a positive review. Despite presenting Jan Kowalski with test results indicating a certain condition for which maintaining the pregnancy requires additional treatment and medication, Jan Kowalski dismissed the condition and stated that administering medication was unnecessary. Three weeks after the visit, when I went to another doctor, it turned out that the pregnancy had ended in a miscarriage. I should add that this was already my second such pregnancy. Perhaps if the pregnancy is progressing normally, Jan Kowalski is a suitable doctor for managing such pregnancies. However, when something is wrong, unfortunately, a lack of professional approach is evident.	2025-08-25T10:52:52.277118
1244	1247	medycyna	Mam 42 lata. Byłam w życiu u kilku ginekologów. Pani Kowalska jest – jak do tej pory – jedynym lekarzem ginekologiem, która na dzień dobry nie wypisała recepty na lekarstwa antykoncepcyjne, po które przyszłam – przypadkowo akurat do niej trafiając. Zostałam bardzo dokładnie zbadana. Dostrzeżone nawet zostały bardzo widoczne żyły na moich nogach, na które żaden lekarz wcześniej nie zwrócił uwagi! Dostałam skierowanie na badania, których wyniki miały pomóc w dopasowaniu najlepszych środków antykoncepcyjnych dla mnie. Badania zrobiłam, ale dopiero po 4 miesiącach. Z wynikami trafiłam do innego lekarza – bo niestety pani Kowalska w moim ośrodku zdrowia już nie pracuje – wielka szkoda! Bardzo miły pan ginekolog zerknął na wyniki, zapytał o cel wizyty. Na odpowiedź „proszę o receptę…” zapytał: na jaki środek? Zastanawiałam się nad tabletkami, później nad krążkami… Uroczy pan stwierdził, że może mi przepisać wszystko, co chcę, i właściwie na ile chcę. A jeśli chodzi o pomocne wyniki badań… No cóż – były w normie – jak stwierdził. Wizyta trwała z 7 min. Wzięłam więc receptę, podziękowałam, zrealizowałam. Po następną zgłoszę się do pani Kowalskiej – z wynikami badań, na które dała skierowanie. Mam nadzieję, że się przydadzą! Wiem także, że nie będę musiała sama – pomimo obecności lekarza! – zastanawiać się, która metoda będzie dla mnie najlepsza! Bardzo polecam wizytę u pani Kowalskiej.	"I am 42 years old. I have been to several gynecologists in my life. Mrs. Kowalska is—so far—the only gynecologist who did not immediately prescribe contraceptive medication, which I had come for—having ended up with her by chance. I was examined very thoroughly. Even very visible veins on my legs were noticed, something no doctor had ever paid attention to before! I received a referral for tests, the results of which were supposed to help determine the best contraceptive methods for me. I did the tests, but only after 4 months. I took the results to another doctor—because unfortunately, Mrs. Kowalska no longer works at my health center—what a shame! A very nice male gynecologist glanced at the results and asked about the purpose of my visit. When I replied, ""I'd like a prescription…"" he asked: for which medication? I was considering pills, then vaginal rings… The charming doctor said he could prescribe anything I wanted, and essentially for as long as I wanted. As for the helpful test results… Well—they were within normal range—as he stated. The visit lasted about 7 minutes. So I took the prescription, thanked him, and filled it. For the next one, I will go to Mrs. Kowalska—with the test results she referred me for. I hope they will be useful! I also know that I won’t have to figure out on my own—despite the presence of a doctor!—which method will be best for me! I highly recommend a visit to Mrs. Kowalska."	2025-08-25T10:53:14.481796
1247	1250	medycyna	W diagnozie problemów z układem pokarmowym – w wykrywaniu nowotworów, krwawień, owrzodzeń, pasożytów – przydają się badania endoskopowe. Do układu pokarmowego trzeba więc wprowadzić kamerę. W tradycyjnych endoskopach kamerka umieszczana jest na długim przewodzie, a to sprawia, że badanie może nie być dla pacjenta zbyt komfortowe. Na rynku pojawiły się już jednak rozwiązania mniej inwazyjne – kapsułki z kamerką, które wystarczy połknąć, a one, przechodząc przez cały układ pokarmowy, zarejestrują na nagraniu wszelkie nieprawidłowości. Nagranie wideo przekazywane jest bezprzewodowo do odbiornika w kamizelce lub pasku, który pacjent nosi. To rozwiązanie dotyczy zwłaszcza badań jelita cienkiego i grubego.	In diagnosing digestive system issues – such as detecting cancers, bleeding, ulcers, and parasites – endoscopic examinations are useful. Therefore, a camera must be introduced into the digestive tract. In traditional endoscopes, the camera is placed on a long cable, which can make the examination uncomfortable for the patient. However, less invasive solutions have already appeared on the market – camera capsules that simply need to be swallowed. As they pass through the entire digestive system, they record any abnormalities on video. The video recording is wirelessly transmitted to a receiver in a vest or belt worn by the patient. This solution particularly applies to examinations of the small and large intestines.	2025-08-25T10:53:41.927409
1246	1249	medycyna	Nie polecam dra Kowalskiego, niby chodziłam do niego 7 lat, ale dopiero teraz otworzyłam oczy, jak przez przypadek trafiłam do innego lekarza, który naprawdę zbadał mnie dokładnie! W szpitalu w Siemianowicach, gdzie dr Kowalski jest ordynatorem, rodziłam moje pierwsze dziecko; opieka pacjenta do bani, ogólnie średnio przejmują się pacjentkami. Mi to wyglądało tak: kolejna ciężarna – kolejne dziecko... jak w fabryce. Natomiast gabinet w Rudzie Śląskiej, gdzie przyjmuje prywatnie, to jakaś paranoja. Od 7 lat nic się tam nie zmieniło, niby odmalowane, ale ciemno i zimno, kozioł jest stary, sprzed lat, metalowy. Dodatkowo jakieś stare USG, na którym pan doktor nie zauważył wady nóżki mojego maleństwa – horror. Pan doktor chyba zbyt nastawił się na pieniądze... Żałuję tych 7 lat pod jego opieką.	I do not recommend Dr. Kowalski. I went to him for 7 years, but only now have I opened my eyes, after accidentally ending up with another doctor who actually examined me thoroughly! At the hospital in Siemianowice, where Dr. Kowalski is the head of the department, I gave birth to my first child; the patient care is terrible, generally, they don't really care about the patients. To me, it looked like this: another pregnant woman – another child... like in a factory. Meanwhile, his private practice in Ruda Śląska is just insane. Nothing has changed there in 7 years, supposedly repainted, but it's dark and cold, the examination table is old, from years ago, made of metal. Additionally, some old ultrasound machine, on which the doctor failed to notice my baby's leg defect – a horror. The doctor seems too focused on money... I regret those 7 years under his care.	2025-08-25T10:53:45.509172
1248	1251	medycyna	Pani doktor była miła, lecz po przyjściu z pewnym problemem stwierdziła, że to nic takiego i odesłała mnie do domu z awaryjnym probiotykiem i maścią. Niestety, musiałam udać się do kolejnej pani, która od razu wskazała, co to jest za problem, oraz znalazła nadżerkę, której pani doktor wcześniej nie zauważyła. Dwie gwiazdki za miłą atmosferę w gabinecie.	The doctor was nice, but after I came in with a certain problem, she said it was nothing serious and sent me home with an emergency probiotic and ointment. Unfortunately, I had to go to another doctor, who immediately identified what the problem was and found an erosion that the previous doctor had not noticed. Two stars for the pleasant atmosphere in the office.	2025-08-25T10:54:04.452735
1249	1252	medycyna	Dzień dobry. Niestety nie mogę polecić tego lekarza. Umówiłam się prywatnie na wizytę, dotyczyła tarczycy. Jako że choruję na niedoczynność, wiem, jak taka wizyta u endokrynologa wygląda. Przyszłam z gotowym USG tarczycy oraz TSH. Wynik TSH bardzo zły, byłam przekonana, że tego dnia otrzymam inną dawkę leku, aby zacząć stabilizować poziom TSH. Lekarz stwierdził, że no tak, wynik zły, jednak trzeba wykonać dodatkowe badania FT4 itp. Oczywiście jest to normalne, ale dodatkowo należałoby już od wizyty zacząć leczyć pacjenta. Miałam wiele pytań oraz chciałam opowiedzieć, że tarczyca daje mi w kość. Niestety nie było mi dane. Byłam w gabinecie 5 minut i zapłaciłam 130 zł tylko po to, żeby usłyszeć, że trzeba wykonać dodatkowe badania. Nigdy wcześniej żaden endokrynolog mnie tak nie potraktował.	"Good morning. Unfortunately, I cannot recommend this doctor. I booked a private appointment regarding thyroid issues. Since I suffer from hypothyroidism, I know what an endocrinologist visit should look like. I came prepared with a thyroid ultrasound and TSH results. The TSH result was very bad, and I was convinced that I would receive a different medication dosage that day to start stabilizing my TSH level. The doctor said, ""Well yes, the result is bad, but additional tests like FT4 need to be done."" Of course, that is normal, but additionally, treatment should have been initiated right from the visit. I had many questions and wanted to explain how much my thyroid is troubling me. Unfortunately, I wasn't given the chance. I was in the office for 5 minutes and paid 130 zł only to be told that additional tests are needed. No endocrinologist has ever treated me like this before."	2025-08-25T10:54:16.742515
1250	1253	medycyna	Jak opisał naukowiec, gdy blaszka miażdżycowa pęka, dochodzi do powstania blokującego naczynie krwionośne zakrzepu. „Nasze badania dowiodły, że oleaceina hamuje efektywnie stan zapalny będący przyczyną rozpadu blaszki miażdżycowej. Jest to możliwe, ponieważ oleaceina może zmieniać funkcje pobudzających stan zapalny makrofagów – zaczynają wydzielać przeciwzapalną interleukinę 10. Blaszka staje się stabilna – nie pęka. To szczególnie ważne w przypadku osób z nadciśnieniem. Teraz jest ich w Polsce około 9 milionów, w roku 2035 może być już 16 milionów” – tłumaczył w rozmowie z PAP profesor. 20 czerwca br. polscy badacze otrzymali amerykański patent na wykorzystanie oleaceiny. Wkrótce – jak zapowiedział w rozmowie z PAP profesor Jan Kowalski – ma być przyznany patent europejski oraz polski.	"As the scientist explained, when an atherosclerotic plaque ruptures, it leads to the formation of a blood clot that blocks the blood vessel. ""Our research has proven that oleacein effectively inhibits the inflammation that causes the breakdown of atherosclerotic plaques. This is possible because oleacein can alter the functions of inflammation-stimulating macrophages—they begin to secrete the anti-inflammatory interleukin-10. The plaque becomes stable and does not rupture. This is particularly important for people with hypertension. Currently, there are about 9 million such individuals in Poland, and by 2035, that number may reach 16 million,"" the professor explained in an interview with PAP. On June 20 of this year, Polish researchers received a U.S. patent for the use of oleacein. Soon—as announced by Professor Jan Kowalski in an interview with PAP—a European and a Polish patent are expected to be granted."	2025-08-25T10:54:46.290856
